# timestamp_ns, tran_x, tran_y, tran_z, quat_x, quat_y, quat_z, quat_w, scale, fusion_quality, v3
1602074877390449152,-0.060722,0.057625,-0.150040,-0.015376,0.724499,-0.689104,-0.000977,0.962356,2
1602074877423449344,-0.058295,-0.036356,-0.151199,-0.014752,0.724322,-0.689301,-0.001877,0.962356,2
1602074877522449664,-0.055122,-0.308970,-0.151864,-0.013054,0.723973,-0.689687,-0.004925,0.962356,2
1602074877555449600,-0.053900,-0.398866,-0.152252,-0.012353,0.723848,-0.689822,-0.005998,0.962356,2
1602074877588449792,-0.056536,-0.491405,-0.151056,-0.011672,0.723670,-0.690012,-0.006986,0.962356,2
1602074877654449920,-0.059250,-0.671816,-0.150967,-0.010060,0.723409,-0.690287,-0.008995,0.962356,2
1602074877687449856,-0.062062,-0.760801,-0.150090,-0.009312,0.723255,-0.690446,-0.010017,0.962356,2
1602074877918450432,-0.081503,-1.383054,-0.145974,-0.003176,0.722109,-0.691563,-0.017003,0.962356,2
1602074878149451008,-0.116916,-1.981139,-0.139288,0.003726,0.721089,-0.692389,-0.024784,0.962356,2
1602074878380451584,-0.154792,-2.537107,-0.145787,0.008957,0.719846,-0.693248,-0.033895,0.962356,2
1602074878578451968,-0.204862,-3.018058,-0.135729,0.013738,0.719378,-0.693284,-0.040794,0.962356,2
1602074878776452608,-0.259914,-3.470777,-0.128314,0.019462,0.717935,-0.694290,-0.046395,0.962356,2
1602074878974452992,-0.309470,-3.911777,-0.120400,0.023034,0.716775,-0.694966,-0.052202,0.962356,2
1602074879139453440,-0.350694,-4.269751,-0.112236,0.025285,0.716057,-0.695340,-0.055901,0.962356,2
1602074879304453888,-0.395860,-4.617085,-0.104282,0.028402,0.715417,-0.695692,-0.058181,0.962356,2
1602074879502454272,-0.451173,-5.034741,-0.092249,0.031128,0.715520,-0.695254,-0.060693,0.962356,2
1602074879700454656,-0.490530,-5.435066,-0.076255,0.032326,0.715233,-0.695123,-0.064809,0.962356,2
1602074879898455296,-0.548668,-5.813495,-0.062358,0.034310,0.714646,-0.695381,-0.067444,0.962356,2
1602074880096455680,-0.603882,-6.188234,-0.045019,0.036709,0.714561,-0.695143,-0.069512,0.962356,2
1602074880261456128,-0.645436,-6.488306,-0.034424,0.037524,0.714296,-0.695138,-0.071805,0.962356,2
1602074880426456576,-0.685110,-6.789760,-0.021212,0.037834,0.713926,-0.695332,-0.073425,0.962356,2
1602074880624456960,-0.733118,-7.149922,-0.007027,0.038806,0.714229,-0.694896,-0.074102,0.962356,2
1602074880822457344,-0.786295,-7.516380,0.005703,0.038611,0.714324,-0.694869,-0.073537,0.962356,2
1602074881020457984,-0.840508,-7.881943,0.011638,0.038625,0.714536,-0.694960,-0.070554,0.962356,2
1602074881185458176,-0.888427,-8.184834,0.020907,0.037956,0.715727,-0.694134,-0.066880,0.962356,2
1602074881383458816,-0.923148,-8.582533,0.028463,0.035366,0.717889,-0.692353,-0.063496,0.962356,2
1602074881647459328,-0.964643,-9.086433,0.002987,0.028698,0.720771,-0.689984,-0.059894,0.962356,2
1602074881812459776,-0.969513,-9.421753,-0.001666,0.020517,0.722292,-0.688879,-0.057603,0.962356,2
1602074882043460352,-0.986989,-9.905942,-0.008464,0.012488,0.724206,-0.687822,-0.047646,0.962356,2
1602074882274460928,-0.982474,-10.398291,-0.016667,0.000476,0.726617,-0.686218,-0.033640,0.962356,2
1602074882505461248,-0.927111,-10.925946,-0.039543,-0.016076,0.727318,-0.685874,-0.018077,0.962356,2
