# kapture format: 1.1
# timestamp, device_id, qw, qx, qy, qz, tx, ty, tz
       0, training_camera_0, 0.9821781959143432, -0.0, 0.1879520988721492, -0.0, 2.798107, 1.65, 1.618328
       0, training_camera_1, -0.9445673294926769, -0.0, 0.32831777298080134, -2.220446049250313e-16, -0.08906257, 1.65, 3.182396
       0, training_camera_2, 0.6538603483885627, -0.0, -0.7566152554668637, -0.0, -2.88717, 1.65, 1.464067
       0, training_camera_3, 0.1879520351016328, -0.0, -0.982178208117628, -0.0, -2.798107, 1.65, -1.818329
       0, training_camera_4, -0.32831781002743127, -0.0, -0.94456731661581, -0.0, 0.08906269, 1.65, -3.382396
       0, training_camera_5, 0.7566151584233805, -0.0, 0.6538604606825243, -0.0, 2.88717, 1.65, -1.664068
       1, training_camera_0, 0.9863809839108131, -0.0, 0.1644766079998498, -0.0, 2.722105, 1.65, 1.558925
       1, training_camera_1, -0.9364692973950697, -0.0, 0.35074956170519234, -2.220446049250313e-16, -0.07561922, 1.65, 3.086874
       1, training_camera_2, 0.6356313421492913, -0.0, -0.77199274405754, -0.0, -2.797724, 1.65, 1.427949
       1, training_camera_3, 0.16447654534650782, -0.0, -0.9863809943581021, -0.0, -2.722105, 1.65, -1.758926
       1, training_camera_4, -0.3507495970077166, -0.0, -0.9364692841726974, -0.0, 0.07561934, 1.65, -3.286875
       1, training_camera_5, 0.7719926131947713, -0.0, 0.635631501085895, -0.0, 2.797724, 1.65, -1.62795
       2, training_camera_0, 0.9903698342620925, -0.0, 0.13844707069373297, -0.0, 2.641586, 1.65, 1.499075
       2, training_camera_1, -0.9269089679538368, -0.0, 0.3752862442546398, -2.220446049250313e-16, -0.06404698, 1.65, 2.987218
       2, training_camera_2, 0.6150835382951092, -0.0, -0.78846194639841, -0.0, -2.705633, 1.65, 1.388143
       2, training_camera_3, 0.13844700949420707, -0.0, -0.9903698428173743, -0.0, -2.641586, 1.65, -1.699076
       2, training_camera_4, -0.3752862775455201, -0.0, -0.9269089544750483, -0.0, 0.0640471, 1.65, -3.187219
       2, training_camera_5, 0.7884618494254381, -0.0, 0.6150836626025908, -0.0, 2.705633, 1.65, -1.588143
       3, training_camera_0, 0.993878039260436, -0.0, 0.11048277275589798, -0.0, 2.558631, 1.65, 1.444551
       3, training_camera_1, -0.9159650162663975, -0.0, 0.4012581325980798, -2.220446049250313e-16, -0.05830526, 1.65, 2.888115
       3, training_camera_2, 0.5926197973879246, -0.0, -0.8054823249109164, -0.0, -2.616937, 1.65, 1.343563
       3, training_camera_3, 0.11048271336175387, -0.0, -0.9938780458628836, -0.0, -2.558631, 1.65, -1.644552
       3, training_camera_4, -0.4012581610337879, -0.0, -0.9159650038095247, -0.0, 0.05830526, 1.65, -3.088116
       3, training_camera_5, 0.8054822117573219, -0.0, 0.5926199511850178, -0.0, 2.616936, 1.65, -1.543565
       4, training_camera_0, 0.9821781959143432, -0.0, 0.1879520988721492, -0.0, 2.798107, 1.65, 1.618328
       4, training_camera_1, -0.9445673294926769, -0.0, 0.32831777298080134, -2.220446049250313e-16, -0.08906257, 1.65, 3.182396
       4, training_camera_2, 0.6538603483885627, -0.0, -0.7566152554668637, -0.0, -2.88717, 1.65, 1.464067
       4, training_camera_3, 0.1879520351016328, -0.0, -0.982178208117628, -0.0, -2.798107, 1.65, -1.818329
       4, training_camera_4, -0.32831781002743127, -0.0, -0.94456731661581, -0.0, 0.08906269, 1.65, -3.382396
       4, training_camera_5, 0.7566151584233805, -0.0, 0.6538604606825243, -0.0, 2.88717, 1.65, -1.664068
       5, training_camera_0, 0.9863809839108131, -0.0, 0.1644766079998498, -0.0, 2.722105, 1.65, 1.558925
       5, training_camera_1, -0.9364692973950697, -0.0, 0.35074956170519234, -2.220446049250313e-16, -0.07561922, 1.65, 3.086874
       5, training_camera_2, 0.6356313421492913, -0.0, -0.77199274405754, -0.0, -2.797724, 1.65, 1.427949
       5, training_camera_3, 0.16447654534650782, -0.0, -0.9863809943581021, -0.0, -2.722105, 1.65, -1.758926
       5, training_camera_4, -0.3507495970077166, -0.0, -0.9364692841726974, -0.0, 0.07561934, 1.65, -3.286875
       5, training_camera_5, 0.7719926131947713, -0.0, 0.635631501085895, -0.0, 2.797724, 1.65, -1.62795
       6, training_camera_0, 0.9903698342620925, -0.0, 0.13844707069373297, -0.0, 2.641586, 1.65, 1.499075
       6, training_camera_1, -0.9269089679538368, -0.0, 0.3752862442546398, -2.220446049250313e-16, -0.06404698, 1.65, 2.987218
       6, training_camera_2, 0.6150835382951092, -0.0, -0.78846194639841, -0.0, -2.705633, 1.65, 1.388143
       6, training_camera_3, 0.13844700949420707, -0.0, -0.9903698428173743, -0.0, -2.641586, 1.65, -1.699076
       6, training_camera_4, -0.3752862775455201, -0.0, -0.9269089544750483, -0.0, 0.0640471, 1.65, -3.187219
