OPENSFM_TRACKS_VERSION_v1
01.jpg	0	196	0.162637	-0.0154822	0.00179194	19	15	14
01.jpg	1	1310	0.181432	0.181159	0.00210316	148	140	131
01.jpg	2	2874	0.0915097	0.00333285	0.00308784	114	103	94
01.jpg	3	2806	-0.111621	0.043183	0.00303757	42	32	27
01.jpg	4	3850	0.0510964	0.0670208	0.00488559	130	123	117
01.jpg	5	784	0.108941	-0.0561051	0.00194272	55	50	47
01.jpg	6	2437	-0.121688	0.0480404	0.00271456	55	46	45
01.jpg	7	3030	-0.00809807	-0.000949174	0.00321534	87	70	62
01.jpg	8	1599	0.147069	0.118921	0.00225318	67	59	56
01.jpg	9	3635	-0.00838369	0.0529993	0.00427693	80	69	66
01.jpg	10	1650	0.00286645	0.210782	0.00227705	59	54	49
01.jpg	11	2937	0.083993	-0.00196761	0.00313166	69	56	51
01.jpg	12	3941	-0.241881	-0.0834465	0.00506113	19	11	9
01.jpg	13	3680	0.0644298	0.0626111	0.00443889	72	63	60
01.jpg	14	1989	-0.122238	0.00284752	0.00242056	108	94	84
01.jpg	15	2054	-0.104374	-0.0765224	0.00246544	17	17	17
01.jpg	16	3110	0.0537518	-0.00127074	0.00331393	67	53	44
01.jpg	17	2910	0.192248	0.204624	0.00311461	47	39	37
01.jpg	18	3636	-0.00838369	0.0529993	0.00427693	80	69	66
01.jpg	19	314	-0.00347364	0.0772056	0.00182596	75	65	64
01.jpg	20	1105	-0.0159293	-0.0394483	0.00203458	111	96	71
01.jpg	21	3791	-0.024908	0.0809814	0.00470775	237	226	212
01.jpg	22	1412	0.168379	0.00541368	0.00214821	128	119	111
01.jpg	23	2224	-0.196397	-0.0201784	0.00254586	33	25	24
01.jpg	24	2769	-0.10737	0.00383684	0.00301258	121	112	103
01.jpg	25	1779	0.16555	-0.0872408	0.00233382	106	97	82
01.jpg	26	3120	-0.0137229	-0.146725	0.0033301	11	7	8
01.jpg	27	3852	-0.0488537	0.110124	0.00488742	208	192	176
01.jpg	28	4410	-0.112955	0.0659558	0.00921201	108	102	102
01.jpg	29	2637	-0.0800734	-0.185457	0.00290545	93	79	67
01.jpg	30	4230	0.0203736	-0.049343	0.00650442	83	86	91
01.jpg	31	3803	0.131915	0.0443303	0.0047396	20	12	11
01.jpg	32	3574	0.0703819	0.072701	0.00412581	124	117	111
01.jpg	33	2428	0.0769943	-0.104733	0.00270815	55	52	51
01.jpg	34	2162	0.0190715	-0.206745	0.00251384	32	32	35
01.jpg	35	1475	0.165776	-0.0633706	0.00218008	61	48	40
