# kapture format: 1.1
4.836340000000000146e+02,9.867639999999999745e-01,4.847610000000000241e+02,1.600000000000000000e+01,2.100000000000000000e+01,3.000000000000000000e+00
4.867130000000000223e+02,2.313190000000000079e+00,4.823480000000000132e+02,2.300000000000000000e+01,1.800000000000000000e+01,1.300000000000000000e+01
4.781120000000000232e+02,4.673309999999999853e+00,4.881159999999999854e+02,2.900000000000000000e+01,3.300000000000000000e+01,2.500000000000000000e+01
4.796050000000000182e+02,2.988170000000000215e+00,4.822559999999999718e+02,4.800000000000000000e+01,3.600000000000000000e+01,3.100000000000000000e+01
4.805149999999999864e+02,3.312660000000000160e+00,4.835969999999999800e+02,3.500000000000000000e+01,2.700000000000000000e+01,2.400000000000000000e+01
4.807239999999999895e+02,3.125290000000000123e+00,4.815140000000000100e+02,5.600000000000000000e+01,4.500000000000000000e+01,4.000000000000000000e+01
4.778779999999999859e+02,4.956760000000000055e+00,4.851120000000000232e+02,5.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00
4.879499999999999886e+02,5.331569999999999920e-01,4.784110000000000014e+02,3.300000000000000000e+01,3.200000000000000000e+01,3.200000000000000000e+01
4.922710000000000150e+02,1.265400000000000080e+00,4.816750000000000114e+02,1.500000000000000000e+01,1.100000000000000000e+01,3.000000000000000000e+00
4.779920000000000186e+02,4.673379999999999868e+00,4.844329999999999927e+02,5.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
4.796419999999999959e+02,2.968140000000000001e+00,4.821949999999999932e+02,4.700000000000000000e+01,3.700000000000000000e+01,3.300000000000000000e+01
4.784139999999999873e+02,4.306440000000000268e+00,4.838199999999999932e+02,1.400000000000000000e+01,7.000000000000000000e+00,7.000000000000000000e+00
4.849909999999999854e+02,2.076449999999999907e+00,4.829900000000000091e+02,5.100000000000000000e+01,5.400000000000000000e+01,4.400000000000000000e+01
4.879110000000000014e+02,1.909520000000000106e+00,4.814940000000000282e+02,2.300000000000000000e+01,2.000000000000000000e+01,1.500000000000000000e+01
4.782669999999999959e+02,4.590959999999999930e+00,4.843650000000000091e+02,4.100000000000000000e+01,3.000000000000000000e+01,2.400000000000000000e+01
4.828729999999999905e+02,1.518929999999999891e+00,4.885110000000000241e+02,2.800000000000000000e+01,3.100000000000000000e+01,2.600000000000000000e+01
4.814189999999999827e+02,2.194879999999999942e+00,4.812289999999999850e+02,3.100000000000000000e+01,2.800000000000000000e+01,2.200000000000000000e+01
4.888439999999999941e+02,1.259179999999999966e+00,4.843779999999999859e+02,9.000000000000000000e+00,1.000000000000000000e+01,6.000000000000000000e+00
4.887029999999999745e+02,1.337490000000000068e+00,4.812130000000000223e+02,5.400000000000000000e+01,4.600000000000000000e+01,2.000000000000000000e+01
4.800190000000000055e+02,3.372959999999999958e+00,4.799689999999999941e+02,2.000000000000000000e+01,1.400000000000000000e+01,1.300000000000000000e+01
